Number,Gender,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress
2214,female,Maya,Oliphant,"232 Glendale Drive","Hamilton Central",3204,MayaOliphant@rhyta.com
2215,male,Callum,Hopkins,"87 Bayside Drive","Mairangi Bay",0630,CallumHopkins@gustr.com
2216,female,Ruby,Grayson,"108 Miers Glade",Puketaha,3210,RubyGrayson@dayrep.com
2217,male,Jonathan,Leidig,"12 Mulberry Street",Kelson,5010,JonathanLeidig@armyspy.com
2218,male,Seth,Garvin,"13 Prior Place","Glen Eden",0602,SethGarvin@armyspy.com
2219,female,Lucy,Batt,"127 Otaki Place",Cloverlea,4412,LucyBatt@rhyta.com
2220,male,Matthew,Trout,"23 Ohira Place","Henderson Valley",0612,MatthewTrout@einrot.com
2221,female,Kiara,Ingle,"224 Galway Street",Avalon,5011,KiaraIngle@dayrep.com
2222,female,Madison,Seyler,"69 Rangiora Terrace",Annesbrook,7011,MadisonSeyler@dayrep.com
2223,male,Alexander,Shirley,"60 Palm Grove","Lower Hutt Central",5010,AlexanderShirley@gustr.com
2224,female,Charlotte,Wallace,"199 Uxbridge Road","Cockle Bay",2014,CharlotteWallace@cuvox.de
2225,male,William,Humffray,"176 Chamari Close",Oratia,0604,WilliamHumffray@cuvox.de
2226,female,Laura,Eades,"213 Moore Street","Te Rapa Park",3200,LauraEades@armyspy.com
2227,male,Harry,Sinclaire,"232 Keri Anne Place",Alfriston,2105,HarrySinclaire@dayrep.com
2228,male,Mason,Lovely,"145 Bretby Crescent","Aro Valley",6021,MasonLovely@einrot.com
2229,male,Spencer,Dorron,"154 Cochrane Street",Maupuia,6022,SpencerDorron@cuvox.de
2230,male,Sean,Goe,"161 Kentwood Drive",Johnsonville,6037,SeanGoe@teleworm.us
2231,male,Lincoln,Kent,"76 Ngahere Street",Judea,3110,LincolnKent@fleckens.hu
2232,male,Connor,Kisch,"38 Somerset Place","Ranui Heights",5024,ConnorKisch@dayrep.com
2233,male,Brodie,Zimin,"102 Judds Road",Solway,5810,BrodieZimin@einrot.com
2234,female,Ebony,Keaney,"13 Santa Teresa Court","Paraparaumu Beach",5032,EbonyKeaney@cuvox.de
2235,female,Lucinda,Sawers,"229 Ashcroft Avenue","Auckland Airport",2022,LucindaSawers@rhyta.com
2236,male,Marcus,Tancred,"114 Ponui Place","Rothesay Bay",0630,MarcusTancred@dayrep.com
2237,male,Lachlan,Octoman,"133 Pererika Street",Owhata,3010,LachlanOctoman@einrot.com
2238,female,Natalie,Dacomb,"41 Link Road",Ngongotaha,3010,NatalieDacomb@cuvox.de
2239,female,Lara,Waters,"174 Victoria Street","Acacia Bay",3330,LaraWaters@superrito.com
2240,female,Chloe,Maltby,"238 McArtney Street","Wither Hills Park",7201,ChloeMaltby@jourrapide.com
2241,male,Luca,Beit,"33 Fraser Street",Solway,5810,LucaBeit@jourrapide.com
2242,male,Joel,Mayrhofer,"28 Evelyn Court","Waikato Hospital",3204,JoelMayrhofer@fleckens.hu
2243,male,Logan,Rason,"241 Hauraki Crescent",Rosedale,0632,LoganRason@dayrep.com
2244,male,Hudson,Bull,"184 Coolidge Street",Mornington,6021,HudsonBull@superrito.com
2245,female,Hayley,Doolan,"67 Leckie Street","Washdyke Flat",7910,HayleyDoolan@jourrapide.com
2246,male,Dominic,"Le Grand","5 Amber Grove",Pakuratahi,5018,DominicLeGrand@fleckens.hu
2247,female,Amy,Findlay,"214 McArthur Street","Terrace End",4410,AmyFindlay@cuvox.de
2248,male,Daniel,Barbour,"200 Belford Street","Andersons Bay",9013,DanielBarbour@einrot.com
2249,male,John,Rowallan,"115 Harper Street",Waimataitai,7910,JohnRowallan@einrot.com
2250,female,Brooke,Garran,"32 Galbraith Avenue",Pukete,3200,BrookeGarran@dayrep.com
2251,female,Jasmine,Garran,"105 Rolla Street","Leith Valley",9010,JasmineGarran@superrito.com
2252,male,Matthew,Carruthers,"93 Blackmore Street",Ferndale,4310,MatthewCarruthers@cuvox.de
2253,female,Sarah,Lhotsky,"232 Paradise Place",Roslyn,4414,SarahLhotsky@teleworm.us
2254,female,Evie,Taplin,"24 Winiata Street","Motiti Island",3110,EvieTaplin@gustr.com
2255,male,Cooper,Goodchap,"36 Chelburn Crescent",Favona,2024,CooperGoodchap@gustr.com
2256,female,Phoebe,Fuller,"201 Montana Avenue",Torbay,0630,PhoebeFuller@fleckens.hu
2257,male,Seth,Wilkins,"79 Conservators Road",Casebrook,8051,SethWilkins@cuvox.de
2258,male,Hudson,Reid,"24 Redmond Street",Bellevue,3110,HudsonReid@jourrapide.com
2259,male,Justin,Coldham,"118 Arthur Street",Riverlands,7201,JustinColdham@fleckens.hu
2260,female,Maya,Adair,"205 Cricket Place",Tamahere,3206,MayaAdair@dayrep.com
2261,female,Georgia,Souter,"186 Hill Road",Whataupoko,4010,GeorgiaSouter@rhyta.com
2262,male,Charlie,Millen,"112 Harker Avenue",Wairoa,4108,CharlieMillen@armyspy.com
2263,male,Dylan,Wurth,"248 Kowhai Terrace","Governors Bay",8022,DylanWurth@rhyta.com
2264,male,Taj,Gepp,"136 Ludstone Road","South Bay",7300,TajGepp@fleckens.hu
2265,female,Poppy,Badgery,"57 Caulfield Green",Beerescourt,3200,PoppyBadgery@teleworm.us
2266,female,Sophie,Schulz,"244 Glenbush Place","Beach Haven",0626,SophieSchulz@dayrep.com
2267,female,Tahlia,Deane,"138 Merton Way","Nelson Airport",7011,TahliaDeane@jourrapide.com
2268,male,Hudson,Parnell,"227 Tarewa Road",Raumanga,0110,HudsonParnell@rhyta.com
2269,male,Matthew,Pritchard,"128 Inverell Place","Bottle Lake",8083,MatthewPritchard@teleworm.us
2270,female,Chelsea,Boulger,"138 Holyrood Street",Waiohiki,4112,ChelseaBoulger@einrot.com
2271,female,Hannah,Gosling,"75 Josephine Street","Calton Hill",9012,HannahGosling@jourrapide.com
2272,female,Claudia,Burn,"35 Bayview Road",Aotea,5024,ClaudiaBurn@superrito.com
2273,female,Alannah,Mullawirraburka,"71 Collins Road",Fitzroy,3206,AlannahMullawirraburka@jourrapide.com
2274,female,Maddison,Dollery,"70 O'Grady Street",Dobson,7805,MaddisonDollery@jourrapide.com
2275,female,Isabella,Boothman,"213 Maurice Terrace","Wellington Central",6011,IsabellaBoothman@armyspy.com
2276,male,Austin,Burke-Gaffney,"32 Queen Elizabeth II Drive","Washington Valley",7010,AustinBurke-Gaffney@armyspy.com
2277,female,Caitlin,Buckley,"44 Parata Street","Waikanae Park",5036,CaitlinBuckley@jourrapide.com
2278,female,Gabriella,Gadsdon,"220 Carvel Lane","Porirua East",5024,GabriellaGadsdon@armyspy.com
2279,male,Archie,Samuels,"128 Pamir Place",Hairini,3112,ArchieSamuels@superrito.com
2280,female,Lilly,McLeod,"164 Pah Road",Epsom,1023,LillyMcLeod@armyspy.com
2281,male,Hunter,Hagenauer,"121 Kings Lane",Omaka,7201,HunterHagenauer@cuvox.de
2282,female,Samantha,Diggles,"57 Mornington Road","Aro Valley",6021,SamanthaDiggles@dayrep.com
2283,female,Maddison,Mathew,"184 Ridd Street",Westown,4310,MaddisonMathew@fleckens.hu
2284,male,Tyler,Herlitz,"56 Gordon Street",Jervoistown,4112,TylerHerlitz@dayrep.com
2285,male,Sam,Ransford,"137 Gallipoli Road",Trentham,5018,SamRansford@superrito.com
2286,female,Stella,Mahomed,"2 Seacliffe Road","Three Kings",1042,StellaMahomed@armyspy.com
2287,female,Ellie,"De Little","110 Warrington Grove",Paparangi,6037,EllieDeLittle@rhyta.com
2288,male,Tristan,Rodius,"92 Robina Place",Gore,9710,TristanRodius@fleckens.hu
2289,female,Ruby,Freame,"167 Lindsay Crescent","Northgate Industrial",3200,RubyFreame@cuvox.de
2290,female,Victoria,Farrer,"159 Tekapo Street",Ravensbourne,9022,VictoriaFarrer@dayrep.com
2291,female,Jessica,Beg,"24 Mullion Lane",Kainga,8083,JessicaBeg@superrito.com
2292,male,Zac,Brier,"23 Te Kopua Street",Nukuhau,3330,ZacBrier@armyspy.com
2293,female,Eve,Gant,"231 Brunswick Place",Rototuna,3210,EveGant@fleckens.hu
2294,male,Hudson,Deen,"197 Ngata Place",Yaldhurst,8042,HudsonDeen@superrito.com
2295,male,Brayden,Fullwood,"149 Bridge Street",Grafton,1010,BraydenFullwood@superrito.com
2296,female,Rachel,Burfitt,"35 Pollen Crescent",Bader,3206,RachelBurfitt@cuvox.de
2297,female,Imogen,Read,"39 Hugh Duncan Street","Clouston Park",5018,ImogenRead@jourrapide.com
2298,female,Rachel,Skertchly,"13 Ghuznee Street",Roseneath,6011,RachelSkertchly@armyspy.com
2299,female,Ebony,Beavis,"12 Ballard Drive","Nelson Airport",7011,EbonyBeavis@dayrep.com
2300,female,Sara,Fairthorne,"202 Rosa Road",Ravensbourne,9022,SaraFairthorne@jourrapide.com
2301,male,Zachary,Sheridan,"227 Johnston Crescent",Mangakakahi,3015,ZacharySheridan@teleworm.us
2302,female,Alice,Fryer,"94 Litchfield Place","Clarks Beach",2122,AliceFryer@fleckens.hu
2303,female,Emily,Gadsdon,"28 Tamatea Place",Camberley,4120,EmilyGadsdon@teleworm.us
2304,male,Max,Nyholm,"108 Woodcote Avenue",Hornby,8042,MaxNyholm@rhyta.com
2305,male,Archer,Dexter,"67 Moray Crescent",Waihopai,9810,ArcherDexter@superrito.com
2306,male,Aiden,Magrath,"105 Neil Place",Greerton,3112,AidenMagrath@superrito.com
2307,male,George,Downie,"75 Millard Avenue",Masterton,5810,GeorgeDownie@superrito.com
2308,female,Bethany,Plume,"215 Wolfe Street","The Wood",7010,BethanyPlume@cuvox.de
2309,male,Flynn,Beit,"239 Stirling Place","Waikato Hospital",3204,FlynnBeit@dayrep.com
2310,female,Evie,Storey,"122 Moa Street",Woburn,5010,EvieStorey@einrot.com
2311,male,Ryder,Allum,"161 Trafalgar Street South","Port Nelson",7010,RyderAllum@jourrapide.com
2312,male,Cameron,Thurston,"201 Warspite Avenue",Papakowhai,5024,CameronThurston@rhyta.com
2313,male,Liam,Sandes,"89 Tanner Road",Opoho,9010,LiamSandes@armyspy.com
2314,male,Alex,Semmens,"158 Manawa Avenue","Paraparaumu Beach",5032,AlexSemmens@armyspy.com
2315,male,Patrick,Brisbane,"154 Garrett Street",Okoia,4500,PatrickBrisbane@dayrep.com
2316,male,Justin,Clement,"242 Miro Road","Mangere Bridge",2022,JustinClement@cuvox.de
2317,female,Ashley,Robson,"101 Tirarau Street",Dargaville,0310,AshleyRobson@teleworm.us
2318,male,Jake,Levien,"151 River Street",Mataura,9712,JakeLevien@dayrep.com
2319,male,Hudson,Orr,"9 Porterfield Street",Portobello,9014,HudsonOrr@rhyta.com
2320,female,Lola,Cole,"19 Windsor Terrace","Wanganui Central",4500,LolaCole@superrito.com
2321,female,Audrey,Unwin,"187 Hobart Street",Kilbirnie,6022,AudreyUnwin@superrito.com
2322,female,Dakota,Thurgood,"172 Trafalgar Street","West End",7910,DakotaThurgood@fleckens.hu
2323,male,Logan,Cadman,"63 Cardiff Street",Scarborough,7910,LoganCadman@armyspy.com
2324,male,Will,Bicheno,"110 Sheffield Crescent",Bishopdale,8053,WillBicheno@fleckens.hu
2325,female,Brianna,Badger,"132 Bridger Street",Glenross,9011,BriannaBadger@armyspy.com
2326,male,Zachary,Brooker,"75 Kim Lane",Pukete,3200,ZacharyBrooker@einrot.com
2327,male,Joshua,Whitham,"246 Railway Terrace","St Martins",8022,JoshuaWhitham@dayrep.com
2328,female,Victoria,Monson,"65 St Keverne Close","Waimairi Beach",8083,VictoriaMonson@fleckens.hu
2329,male,Joseph,Dannevig,"75 Haunui Way","Pukerua Bay",5026,JosephDannevig@armyspy.com
2330,male,Thomas,Ebden,"40 Millibrook Place",Netherby,7700,ThomasEbden@dayrep.com
2331,male,Jeremy,MacLaurin,"11 Gilmer Lane",Taylorville,7805,JeremyMacLaurin@jourrapide.com
2332,female,Brooke,Propsting,"43 Norris Street",Tauriko,3110,BrookePropsting@cuvox.de
2333,male,Bailey,Sher,"101 Hayward Rise",Koutu,3010,BaileySher@cuvox.de
2334,male,Cameron,Buvelot,"138 Hobson Street","Western Heights",3200,CameronBuvelot@superrito.com
2335,male,David,Carington,"70 Rothsay Road",Ngauranga,6035,DavidCarington@teleworm.us
2336,female,Samantha,McCombie,"169 Wakefield Drive",Matua,3110,SamanthaMcCombie@superrito.com
2337,male,Archie,Hagelthorn,"85 Carnarvon Place","Queens Park",9810,ArchieHagelthorn@cuvox.de
2338,female,Sophia,Dawbin,"88 Jelicich Court",Waiatarua,0612,SophiaDawbin@dayrep.com
2339,female,Alyssa,Zerner,"15 Hope Street",Solway,5810,AlyssaZerner@superrito.com
2340,female,Scarlett,Hayes,"201 Mount Street","Washington Valley",7010,ScarlettHayes@superrito.com
2341,male,Alexander,Derbyshire,"225 Arrowfield Drive",Parkvale,3112,AlexanderDerbyshire@gustr.com
2342,male,Connor,Sloman,"115 Holland Road","Wairau Valley",0627,ConnorSloman@teleworm.us
2343,female,Sophia,Dowling,"48 Vicente Place",Rosedale,0632,SophiaDowling@einrot.com
2344,female,Sophia,Lanigan,"230 Thoreau Street","Chain Hills",9018,SophiaLanigan@jourrapide.com
2345,female,Alice,Crookes,"128 Jean Batten Street",Miramar,6022,AliceCrookes@jourrapide.com
2346,female,Claudia,Burke,"190 Robinia Place","Pyes Pa",3112,ClaudiaBurke@gustr.com
2347,female,Bianca,Fadden,"47 Cross Street",Smithfield,7910,BiancaFadden@dayrep.com
2348,female,Abbey,Truman,"47 Hatrick Street West","Kowhai Park",4500,AbbeyTruman@cuvox.de
2349,female,Madison,Gwynn,"70 Watkins Street",Chartwell,3210,MadisonGwynn@superrito.com
2350,male,Jacob,Nerli,"214 Oratau Place",Paremoremo,0632,JacobNerli@jourrapide.com
2351,female,Kayla,Mullan,"192 Taranui Place",Southshore,8062,KaylaMullan@armyspy.com
2352,male,Flynn,Takasuka,"141 Otakiri Road",Whakatane,3120,FlynnTakasuka@gustr.com
2353,female,Zoe,Mauldon,"151 Kendall View",Tahunanui,7011,ZoeMauldon@teleworm.us
2354,female,Mia,Bayly,"150 Gladstone Road",Gisborne,4010,MiaBayly@dayrep.com
2355,male,Joseph,Lind,"222 Runciman Place",Dannevirke,4930,JosephLind@rhyta.com
2356,male,Seth,Brownlee,"197 Rolleston Street",Scarborough,7910,SethBrownlee@gustr.com
2357,male,Aaron,Wilshire,"113 Harrison Street",Hataitai,6021,AaronWilshire@superrito.com
2358,female,Eve,Mazure,"121 Rata Drive",Otematata,9412,EveMazure@armyspy.com
2359,male,Thomas,Gore,"245 Toi Toi Street","The Brook",7010,ThomasGore@jourrapide.com
2360,female,Anna,Atkinson,"237 Ophir Lane",Sumner,8081,AnnaAtkinson@teleworm.us
2361,female,Layla,Dempster,"178 Lillian Street",Woburn,5010,LaylaDempster@rhyta.com
2362,female,Amelia,Normanby,"97 Manapouri Street","Motu Rimu",9812,AmeliaNormanby@teleworm.us
2363,male,Jordan,Debenham,"36 Duncan Street",Matokitoki,4010,JordanDebenham@armyspy.com
2364,male,Dylan,Perkins,"241 Edelsten Place",Okitu,4010,DylanPerkins@einrot.com
2365,male,Blake,Embling,"36 Ashfield Grove",Johnsonville,6037,BlakeEmbling@fleckens.hu
2366,male,Dominic,Hyde,"177 Sea View Road",Ostend,1081,DominicHyde@superrito.com
2367,male,Jacob,Arnold,"219 Leeds Place","Upper Plain",5810,JacobArnold@cuvox.de
2368,male,Noah,Green,"162 Dunkirk Street",Greerton,3112,NoahGreen@einrot.com
2369,female,Abby,Fishbourne,"161 Rimu Street",Lynmore,3010,AbbyFishbourne@cuvox.de
2370,female,Imogen,Little,"143 Island Road",Elgin,4010,ImogenLittle@dayrep.com
2371,male,Hugo,Tinline,"98 Summerhill Place","Mission Bay",1071,HugoTinline@superrito.com
2372,female,Bethany,Goldstein,"94 Spencer Road",Westshore,4110,BethanyGoldstein@rhyta.com
2373,female,Alica,Rhodes,"132 SH 10",Taipa,0420,AlicaRhodes@armyspy.com
2374,male,Ben,Cracknell,"85 Anzac Road",Raumanga,0110,BenCracknell@fleckens.hu
2375,male,Brayden,McFarland,"168 Matai Street",Waikiwi,9810,BraydenMcFarland@einrot.com
2376,male,Liam,Booty,"50 Durham Street",Newtown,6021,LiamBooty@fleckens.hu
2377,male,Declan,Paspalis,"49 Gretna Street","Seaward Bush",9812,DeclanPaspalis@gustr.com
2378,male,Hunter,Leonski,"85 Crestview Place","Murrays Bay",0630,HunterLeonski@armyspy.com
2379,male,Flynn,Manifold,"138 Janway Avenue",Ormiston,2016,FlynnManifold@fleckens.hu
2380,female,Rose,Bradford,"22 Ashley Street",Kenmure,9011,RoseBradford@gustr.com
2381,female,Sarah,Ramsbotham,"187 Granville Terrace",Glenross,9011,SarahRamsbotham@superrito.com
2382,female,Sienna,Sterne,"32 Queens Drive",Burnham,7600,SiennaSterne@einrot.com
2383,male,Nate,Poynton,"208 Alexander Street","Riverton South",9822,NatePoynton@dayrep.com
2384,male,Joel,Plante,"220 John Street",Gisborne,4010,JoelPlante@fleckens.hu
2385,male,Christian,Macfarlane,"24 Trebann Street","Churton Park",6037,ChristianMacfarlane@fleckens.hu
2386,female,Jorja,Beatham,"135 Snowden Place",Raglan,3225,JorjaBeatham@jourrapide.com
2387,female,Anna,Cuni,"52 Everard Street",Middleton,8024,AnnaCuni@cuvox.de
2388,male,George,Heyer,"215 Cashel Place","Mairangi Bay",0630,GeorgeHeyer@fleckens.hu
2389,male,Samuel,"De Bernales","147 Aspinall Street",Wanaka,9305,SamuelDeBernales@fleckens.hu
2390,male,Rory,Brill,"8 Griffiths Grove",Ohariu,6037,RoryBrill@gustr.com
2391,female,Natasha,Philip,"212 Halbert Road","Inner Kati",4010,NatashaPhilip@rhyta.com
2392,female,Amy,Innes,"152 Chestnut Avenue",Templeton,8042,AmyInnes@teleworm.us
2393,male,Benjamin,Winneke,"121 Ravensdale Rise","Hoon Hay",8025,BenjaminWinneke@armyspy.com
2394,male,Flynn,Mansergh,"44 Laburnum Grove",Belmont,5010,FlynnMansergh@rhyta.com
2395,male,Archer,Patrick,"70 Johanna Lane",Wainoni,8061,ArcherPatrick@gustr.com
2396,female,Mariam,Dethridge,"89 Gloaming Place",Templeton,8042,MariamDethridge@cuvox.de
2397,male,Henry,Allard,"231 Mepal Place",Strathern,9812,HenryAllard@einrot.com
2398,male,Jasper,Hunter,"192 Waterloo Road",Kelson,5010,JasperHunter@einrot.com
2399,female,Kiara,Coote,"154 Duckworth Street","Ocean Grove",9013,KiaraCoote@dayrep.com
2400,female,Sarah,Eden,"6 Octavius Lane",Templeton,8042,SarahEden@armyspy.com
2401,male,Declan,Hanigan,"27 Frances Street",Tirau,3410,DeclanHanigan@superrito.com
2402,male,George,Conolly,"57 Sutton Avenue",Clive,4102,GeorgeConolly@superrito.com
2403,female,Angelina,Schneider,"176 Harry Shaw Way","Raumati South",5032,AngelinaSchneider@rhyta.com
2404,female,Kiara,Mahony,"28 Ranch Road","Mt Maunganui",3116,KiaraMahony@einrot.com
2405,male,Jacob,Mackinolty,"225 Strathmore Avenue",Seatoun,6022,JacobMackinolty@cuvox.de
2406,male,Tyler,Sleath,"91 Woodbridge Road",Cashmere,8022,TylerSleath@gustr.com
2407,female,Matilda,Fereday,"247 Maitai Road","The Wood",7010,MatildaFereday@armyspy.com
2408,female,Claire,Haddon,"182 Kim Crescent","Wither Hills Park",7201,ClaireHaddon@jourrapide.com
2409,female,Ellie,O'Connell,"176 York Avenue",Tamatea,4112,EllieOConnell@superrito.com
2410,female,Phoebe,Neighbour,"111 Trent Way",Monaco,7011,PhoebeNeighbour@rhyta.com
2411,male,Harrison,Ewan,"99 Tirimoana Road","Te Atatu Peninsula",0610,HarrisonEwan@jourrapide.com
2412,male,Lucas,Mayo,"39 Swainston Road",Panmure,1072,LucasMayo@dayrep.com
2413,female,Alyssa,Throssell,"182 Hunt Street",Oceanview,7910,AlyssaThrossell@gustr.com
2414,male,Nate,Courtney,"10 Ashleigh Crescent","Lyall Bay",6022,NateCourtney@fleckens.hu
2415,male,Jai,Grey,"109 Vining Crescent",Wakatu,7011,JaiGrey@gustr.com
2416,female,Mikayla,Earle,"197 Sheffield Street","Washdyke Flat",7910,MikaylaEarle@rhyta.com
2417,male,Logan,McDonagh,"130 Cheval Drive",Marlborough,0629,LoganMcDonagh@rhyta.com
2418,female,Sarah,Seidel,"163 Murray Street","Northgate Industrial",3200,SarahSeidel@fleckens.hu
2419,male,Michael,Kintore,"115 Eucalyptus Place",Queenwood,3210,MichaelKintore@dayrep.com
2420,male,Finn,Combes,"203 Westhaven Place",Mayfield,7201,FinnCombes@rhyta.com
2421,female,Molly,Sugden,"57 Patterson Court",Otaki,5512,MollySugden@einrot.com
2422,female,Bianca,Gillbee,"15 King Street",Parkside,7910,BiancaGillbee@rhyta.com
2423,male,Aiden,Harmer,"76 Waterhouse Street",Taradale,4112,AidenHarmer@rhyta.com
2424,female,Milla,Selwyn,"181 Muir Street",Balgownie,4501,MillaSelwyn@fleckens.hu
2425,female,Eden,Lynravn,"192 Luss Road","Macandrew Bay",9014,EdenLynravn@superrito.com
2426,female,Eve,"Du Rieu","250 Westvale Drive","South Beach",7805,EveDuRieu@cuvox.de
2427,female,Poppy,Cranwell,"130 Station Road",Papakowhai,5024,PoppyCranwell@gustr.com
2428,male,James,Nielsen,"49 Morris Street","Terrace End",4410,JamesNielsen@gustr.com
2429,male,Lucas,Matra,"132 Indus Street",Ngauranga,6035,LucasMatra@jourrapide.com
2430,male,John,Pawsey,"89 Massey Avenue",Penrose,1061,JohnPawsey@cuvox.de
2431,female,Sarah,Maynard,"196 Clarke Road",Onehunga,1061,SarahMaynard@armyspy.com
2432,female,Kiara,Lloyd,"243 Limerick Street","Bridge Hill",9320,KiaraLloyd@cuvox.de
2433,female,Scarlett,Blackett,"194 Bond Row South",Rosedale,9810,ScarlettBlackett@cuvox.de
2434,male,Beau,Shepherdson,"159 Walsh Road","Frankleigh Park",4310,BeauShepherdson@cuvox.de
2435,female,Mikayla,Edward,"148 Freyberg Avenue",Wakatu,7011,MikaylaEdward@armyspy.com
2436,female,Imogen,Dullo,"128 Bremner Crescent",Annesbrook,7011,ImogenDullo@dayrep.com
2437,male,Adam,Paschke,"126 Auckland Street",Waikawa,7220,AdamPaschke@cuvox.de
2438,female,Anna,Beaurepaire,"24 Owen Street","Napier South",4110,AnnaBeaurepaire@dayrep.com
2439,male,Archie,Skeats,"91 Kekeno Grove",Kelson,5010,ArchieSkeats@armyspy.com
2440,female,Stella,Alfred,"72 Kittow Street",Okoroire,3410,StellaAlfred@fleckens.hu
2441,female,Isabelle,Gellibrand,"80 Edgewood Way","Henderson Valley",0612,IsabelleGellibrand@dayrep.com
2442,male,Anthony,Blandowski,"132 Biggar Street",Clifton,9812,AnthonyBlandowski@armyspy.com
2443,female,Ellie,Sowerby,"119 Roseneath Lane","Thomsons Ford",7201,EllieSowerby@armyspy.com
2444,female,Isabelle,Tomkinson,"17 Captain Edward Daniell Drive",Kaiwharawhara,6035,IsabelleTomkinson@fleckens.hu
2445,male,Jamie,Pickworth,"169 Onslow Street","Washdyke Flat",7910,JamiePickworth@einrot.com
2446,female,Lauren,Arscott,"224 Crosdale Place",Yaldhurst,8042,LaurenArscott@gustr.com
2447,male,Austin,Barnett,"36 Taupata Street",Wakatu,7011,AustinBarnett@teleworm.us
2448,female,Caitlyn,O'Halloran,"86 Garin Grove",Hope,7020,CaitlynOHalloran@armyspy.com
2449,male,Zac,MacGillivray,"126 Andrewville Lane",Temuka,7920,ZacMacGillivray@superrito.com
2450,female,Jasmine,Bentham,"224 Dover Road",Rotokauri,3200,JasmineBentham@einrot.com
2451,female,Eva,Clement,"36 Salford Street",Newlands,6037,EvaClement@cuvox.de
2452,male,Jake,O'Shane,"97 Pullen Lane",Aotea,5024,JakeOShane@superrito.com
2453,female,Eliza,Heffron,"103 North Terrace","East Gore",9710,ElizaHeffron@rhyta.com
2454,female,Sara,Selfe,"5 Corinth Place","Western Heights",3015,SaraSelfe@jourrapide.com
2455,male,Callum,Ferguson,"206 Jellicoe Crescent",Normanby,9010,CallumFerguson@cuvox.de
2456,male,Harrison,Hides,"25 Gainsborough Street",Manurewa,2102,HarrisonHides@gustr.com
2457,female,Emily,Mayo,"221 Braid Road",Nawton,3200,EmilyMayo@rhyta.com
2458,male,Jeremy,Curtin,"86 Antico Street","Owhiro Bay",6023,JeremyCurtin@teleworm.us
2459,male,Jake,Kates,"216 Karaka Street",Frasertown,4108,JakeKates@gustr.com
2460,male,Elijah,Grose,"84 Meachen Street",Boulcott,5010,ElijahGrose@fleckens.hu
2461,female,Brianna,Humphries,"214 Cherrywood Park","Taylor Pass",7201,BriannaHumphries@einrot.com
2462,male,Zachary,Dangar,"19 Arum Road",Rutherglen,7805,ZacharyDangar@einrot.com
2463,female,Indiana,Culley,"79 Findlay Road",Waihopai,9810,IndianaCulley@superrito.com
2464,female,Madison,Rolland,"130 Marere Avenue","Nikau Valley",5032,MadisonRolland@rhyta.com
2465,male,Brayden,Fernie,"7 Bailey Grove","Trentham Military Camp",5018,BraydenFernie@rhyta.com
2466,female,Layla,Dolling,"218 Douro Avenue",Newtown,6021,LaylaDolling@rhyta.com
2467,male,Jett,Rentoul,"241 Ashley Lane",Onerahi,0110,JettRentoul@rhyta.com
2468,female,Isabelle,Kirk,"117 Tweed Street",Woodhaugh,9010,IsabelleKirk@armyspy.com
2469,female,Alyssa,Fullerton,"165 Hona Road",Rotorua,3010,AlyssaFullerton@cuvox.de
2470,male,Gabriel,Pethebridge,"130 Pringle Street","West End",7910,GabrielPethebridge@einrot.com
2471,female,Gabriella,Macquarie,"150 Glengarry Crescent",Avenal,9810,GabriellaMacquarie@superrito.com
2472,female,Eve,Lambert,"67 Rosaline Frank Street","Enner Glynn",7011,EveLambert@teleworm.us
2473,male,George,Ryland,"179 Islington Street","Trentham Military Camp",5018,GeorgeRyland@rhyta.com
2474,male,Nathan,Sheehy,"214 Newhaven Street",Burwood,8083,NathanSheehy@armyspy.com
2475,female,Caitlyn,Ciantar,"207 Wynn Place",Howick,2014,CaitlynCiantar@dayrep.com
2476,male,Harrison,Kavanaugh,"229 Tavistock Street",Marfell,4310,HarrisonKavanaugh@einrot.com
2477,male,Max,West,"148 Bremner Road",Pahurehure,2113,MaxWest@einrot.com
2478,male,Tyler,Montague,"179 Melrose Street",Oceanview,7910,TylerMontague@gustr.com
2479,male,Gabriel,Blackman,"201 Memphis Grove","Totara Park",5018,GabrielBlackman@dayrep.com
2480,male,Liam,Piddington,"43 Ernest Gray Place",Westmorland,8025,LiamPiddington@superrito.com
2481,male,Hayden,Abbott,"36 The Haven",Waitangirua,5024,HaydenAbbott@rhyta.com
2482,female,Kate,Fenner,"70 Pike Street",Taita,5011,KateFenner@superrito.com
2483,male,Jacob,Skipper,"195 Riley Crescent",Witherlea,7201,JacobSkipper@armyspy.com
2484,male,Declan,Louise,"243 Pasteur Street",Awapuni,4010,DeclanLouise@dayrep.com
2485,female,Annabelle,Benson,"112 Pall Mall Arcade",Rosedale,9810,AnnabelleBenson@teleworm.us
2486,male,Jett,Powell,"52 Arawa Street",Vauxhall,9013,JettPowell@jourrapide.com
2487,female,Annabelle,Hutchens,"241 Pukete Road","Forest Lake",3200,AnnabelleHutchens@fleckens.hu
2488,female,Bianca,Muriel,"165 Sandpiper Court",Paraparaumu,5032,BiancaMuriel@cuvox.de
2489,female,Brooke,Catt,"18 Greenhithe Road",Paremoremo,0632,BrookeCatt@armyspy.com
2490,female,Katie,Nielsen,"103 Nola Road","Green Bay",0604,KatieNielsen@einrot.com
2491,male,Daniel,Hagenauer,"183 Twizel-Omarama Road","Totara Peak",7999,DanielHagenauer@superrito.com
